,predicted
2998,0
2999,0
3000,9
3001,12
3002,3
3003,12
3004,14
3005,13
3006,10
3007,10
3008,12
3009,2
3010,0
3011,13
3012,11
3013,17
3014,2
3015,1
3016,4
3017,1
3018,13
3019,13
3020,13
3021,13
3022,12
3023,19
3024,5
3025,0
3026,0
3027,1
3028,10
3029,1
3030,12
3031,8
3032,1
3033,2
3034,2
3035,17
3036,1
3037,9
3038,11
3039,12
3040,10
3041,1
3042,11
3043,10
3044,11
3045,9
3046,18
3047,1
3048,0
3049,0
3050,9
3051,10
3052,19
3053,1
3054,0
3055,15
3056,0
3057,1
3058,9
3059,1
3060,9
3061,8
3062,0
3063,17
3064,13
3065,0
3066,0
3067,17
3068,0
3069,10
3070,6
3071,0
3072,9
3073,13
3074,13
3075,10
3076,1
3077,10
3078,2
3079,9
3080,9
3081,8
3082,0
3083,0
3084,1
3085,1
3086,10
3087,13
3088,1
3089,12
3090,11
3091,1
3092,0
3093,16
3094,13
3095,13
3096,2
3097,11
3098,10
3099,1
3100,0
3101,4
3102,12
3103,19
3104,2
3105,0
3106,0
3107,10
3108,13
3109,7
3110,5
3111,0
3112,18
3113,0
3114,5
3115,0
3116,0
3117,10
3118,13
3119,6
3120,0
3121,12
3122,5
3123,10
3124,1
3125,10
3126,0
3127,12
3128,10
3129,18
3130,8
3131,12
3132,0
3133,1
3134,17
3135,12
3136,1
3137,14
3138,10
3139,17
3140,13
3141,10
3142,12
3143,1
3144,17
3145,12
3146,0
3147,18
3148,8
3149,16
3150,18
3151,12
3152,9
3153,9
3154,13
3155,10
3156,0
3157,12
3158,19
3159,2
3160,10
3161,0
3162,13
3163,8
3164,1
3165,1
3166,10
3167,11
3168,1
3169,0
3170,12
3171,12
3172,1
3173,1
3174,8
3175,1
3176,12
3177,8
3178,1
3179,12
3180,12
3181,9
3182,0
3183,1
3184,1
3185,1
3186,1
3187,5
3188,0
3189,13
3190,0
3191,12
3192,2
3193,19
3194,12
3195,0
3196,12
3197,0
3198,19
3199,9
3200,0
3201,1
3202,12
3203,17
3204,10
3205,0
3206,0
3207,11
3208,13
3209,1
3210,1
3211,10
3212,12
3213,8
3214,12
3215,1
3216,5
3217,0
3218,12
3219,1
3220,0
3221,9
3222,19
3223,1
3224,8
3225,10
3226,12
3227,8
3228,17
3229,10
3230,0
3231,1
3232,13
3233,12
3234,0
3235,10
3236,19
3237,19
3238,1
3239,10
3240,2
3241,0
3242,1
3243,10
3244,10
3245,19
3246,9
3247,19
3248,1
3249,12
3250,12
3251,17
3252,10
3253,3
3254,15
3255,11
3256,9
3257,11
3258,0
3259,12
3260,12
3261,4
3262,13
3263,12
3264,12
3265,12
3266,10
3267,7
3268,9
3269,8
3270,12
3271,10
3272,12
3273,12
3274,17
3275,12
3276,3
3277,12
3278,9
3279,12
3280,13
3281,0
3282,0
3283,0
3284,10
3285,9
3286,1
3287,12
3288,18
3289,10
3290,0
3291,7
3292,0
3293,16
3294,8
3295,10
3296,10
3297,12
3298,10
3299,5
3300,18
3301,12
3302,12
3303,16
3304,9
3305,17
3306,2
3307,12
3308,0
3309,10
3310,11
3311,10
3312,13
3313,10
3314,12
3315,9
3316,1
3317,8
3318,0
3319,18
3320,12
3321,1
3322,2
3323,5
3324,11
3325,19
3326,1
3327,10
3328,12
3329,12
3330,1
3331,13
3332,10
3333,12
3334,1
3335,14
3336,9
3337,19
3338,10
3339,19
3340,10
3341,9
3342,17
3343,18
3344,11
3345,1
3346,0
3347,9
3348,1
3349,10
3350,1
3351,8
3352,0
3353,1
3354,1
3355,19
3356,13
3357,10
3358,1
3359,10
3360,16
3361,10
3362,12
3363,2
3364,8
3365,11
3366,0
3367,10
3368,10
3369,8
3370,0
3371,1
3372,12
3373,17
3374,8
3375,13
3376,12
3377,2
3378,13
3379,17
3380,2
3381,12
3382,0
3383,18
3384,1
3385,9
3386,10
3387,12
3388,6
3389,1
3390,0
3391,13
3392,1
3393,8
3394,2
3395,12
3396,12
3397,0
3398,0
3399,11
3400,1
3401,3
3402,0
3403,11
3404,1
3405,1
3406,0
3407,0
3408,8
3409,1
3410,2
3411,17
3412,9
3413,13
3414,12
3415,1
3416,1
3417,9
3418,19
3419,6
3420,10
3421,19
3422,10
3423,1
3424,0
3425,8
3426,12
3427,13
3428,9
3429,2
3430,15
3431,10
3432,17
3433,12
3434,1
3435,1
3436,10
3437,10
3438,0
3439,9
3440,17
3441,18
3442,12
3443,1
3444,19
3445,19
3446,11
3447,1
3448,10
3449,11
3450,8
3451,13
3452,17
3453,2
3454,12
3455,9
3456,13
3457,10
3458,13
3459,1
3460,8
3461,0
3462,1
3463,12
3464,1
3465,10
3466,19
3467,12
3468,1
3469,10
3470,10
3471,1
3472,0
3473,0
3474,10
3475,17
3476,17
3477,5
3478,8
3479,10
3480,12
3481,0
3482,1
3483,0
3484,12
3485,2
3486,2
3487,9
3488,6
3489,0
3490,17
3491,2
3492,13
3493,1
3494,0
3495,18
3496,9
3497,10
3498,12
3499,13
3500,12
3501,12
3502,12
3503,0
3504,10
3505,16
3506,1
3507,11
3508,1
3509,9
3510,1
3511,10
3512,19
3513,13
3514,1
3515,1
3516,13
3517,0
3518,6
3519,13
3520,13
3521,17
3522,9
3523,12
3524,10
3525,1
3526,0
3527,0
3528,9
3529,19
3530,11
3531,1
3532,9
3533,17
3534,17
3535,9
3536,19
3537,1
3538,9
3539,0
3540,1
3541,11
3542,10
3543,10
3544,19
3545,0
3546,10
3547,12
3548,1
3549,12
3550,6
3551,0
3552,11
3553,17
3554,0
3555,12
3556,0
3557,10
3558,0
3559,12
3560,1
3561,13
3562,10
3563,0
3564,8
3565,2
3566,12
3567,12
3568,2
3569,17
3570,1
3571,10
3572,12
3573,2
3574,10
3575,13
3576,1
3577,0
3578,9
3579,10
3580,1
3581,8
3582,1
3583,0
3584,9
3585,9
3586,18
3587,13
3588,13
3589,1
3590,13
3591,0
3592,2
3593,0
3594,1
3595,1
3596,9
3597,12
3598,1
3599,1
3600,7
3601,17
3602,0
3603,12
3604,12
3605,0
3606,1
3607,12
3608,1
3609,13
3610,10
3611,0
3612,12
3613,1
3614,17
3615,1
3616,12
3617,19
3618,18
3619,1
3620,11
3621,3
3622,10
3623,9
3624,19
3625,12
3626,10
3627,8
3628,1
3629,17
3630,5
3631,10
3632,12
3633,12
3634,12
3635,17
3636,12
3637,9
3638,10
3639,11
3640,0
3641,1
3642,1
3643,2
3644,1
3645,1
3646,1
3647,0
3648,0
3649,9
3650,12
3651,5
3652,5
3653,1
3654,19
3655,1
3656,11
3657,0
3658,13
3659,17
3660,1
3661,1
3662,8
3663,10
3664,10
3665,1
3666,18
3667,10
3668,17
3669,8
3670,12
3671,1
3672,0
3673,11
3674,10
3675,9
3676,6
3677,0
3678,12
3679,0
3680,16
3681,13
3682,5
3683,2
3684,1
3685,10
3686,1
3687,12
3688,1
3689,8
3690,12
3691,19
3692,17
3693,17
3694,1
3695,1
3696,15
3697,12
3698,0
3699,17
3700,12
3701,11
3702,8
3703,10
3704,13
3705,12
3706,2
3707,2
3708,9
3709,10
3710,1
3711,11
3712,1
3713,10
3714,12
3715,0
3716,0
3717,1
3718,1
3719,1
3720,5
3721,10
3722,0
3723,10
3724,2
3725,0
3726,0
3727,1
3728,0
3729,8
3730,0
3731,0
3732,17
3733,0
3734,12
3735,12
3736,11
3737,10
3738,11
3739,0
3740,12
3741,1
3742,11
3743,9
3744,3
3745,13
3746,12
3747,0
3748,0
3749,0
3750,12
3751,0
3752,12
3753,17
3754,5
3755,0
3756,13
3757,0
3758,0
3759,10
3760,2
3761,8
3762,9
3763,0
3764,10
3765,4
3766,19
3767,12
3768,12
3769,12
3770,0
3771,1
3772,10
3773,19
3774,0
3775,2
3776,0
3777,9
3778,1
3779,19
3780,12
3781,12
3782,1
3783,10
3784,0
3785,19
3786,1
3787,9
3788,17
3789,1
3790,2
3791,9
3792,2
3793,8
3794,0
3795,1
3796,10
3797,11
3798,10
3799,2
3800,19
3801,13
3802,10
3803,1
3804,0
3805,1
3806,1
3807,10
3808,1
3809,2
3810,11
3811,12
3812,12
3813,10
3814,8
3815,7
3816,1
3817,1
3818,0
3819,10
3820,0
3821,19
3822,12
3823,0
3824,0
3825,11
3826,12
3827,1
3828,1
3829,2
3830,11
3831,7
3832,12
3833,0
3834,17
3835,10
3836,4
3837,2
3838,0
3839,2
3840,10
3841,0
3842,17
3843,1
3844,3
3845,8
3846,1
3847,1
3848,7
3849,0
3850,10
3851,13
3852,0
3853,0
3854,12
3855,19
3856,19
3857,8
3858,12
3859,1
3860,12
3861,1
3862,1
3863,10
3864,10
3865,0
3866,12
3867,12
3868,9
3869,8
3870,11
3871,7
3872,0
3873,0
3874,12
3875,0
3876,3
3877,19
3878,12
3879,12
3880,19
3881,13
3882,0
3883,18
3884,18
3885,0
3886,1
3887,0
3888,10
3889,18
3890,1
3891,1
3892,19
3893,12
3894,7
3895,17
3896,13
3897,11
3898,17
3899,10
3900,1
3901,12
3902,10
3903,12
3904,16
3905,19
3906,13
3907,12
3908,12
3909,18
3910,1
3911,18
3912,12
3913,7
3914,1
3915,1
3916,2
3917,0
3918,1
3919,0
3920,19
3921,10
3922,12
3923,0
3924,13
3925,19
3926,9
3927,17
3928,9
3929,10
3930,0
3931,9
3932,0
3933,10
3934,17
3935,13
3936,9
3937,12
3938,0
3939,13
3940,10
3941,1
3942,12
3943,1
3944,2
3945,10
3946,1
3947,11
3948,0
3949,17
3950,15
3951,11
3952,0
3953,12
3954,1
3955,12
3956,17
3957,17
3958,11
3959,0
3960,12
3961,1
3962,13
3963,10
3964,0
3965,5
3966,10
3967,3
3968,1
3969,12
3970,0
3971,10
3972,17
3973,1
3974,10
3975,10
3976,0
3977,8
3978,17
3979,13
3980,18
3981,10
3982,10
3983,0
3984,4
3985,10
3986,18
3987,0
3988,1
3989,1
3990,0
3991,0
3992,10
3993,13
3994,1
3995,1
3996,13
3997,10
3998,11
3999,13
4000,2
4001,17
4002,12
4003,0
4004,12
4005,11
4006,1
4007,10
4008,8
4009,0
4010,0
4011,10
4012,17
4013,17
4014,0
4015,10
4016,12
4017,2
4018,8
4019,1
4020,0
4021,18
4022,13
4023,12
4024,12
4025,8
4026,0
4027,10
4028,10
4029,6
4030,10
4031,1
4032,12
4033,11
4034,9
4035,6
4036,2
4037,0
4038,10
4039,1
4040,12
4041,11
4042,13
4043,1
4044,9
4045,9
4046,0
4047,9
4048,18
4049,19
4050,9
4051,0
4052,12
4053,13
4054,10
4055,13
4056,13
4057,1
4058,12
4059,12
4060,13
4061,1
4062,12
4063,13
4064,10
4065,11
4066,9
4067,11
4068,13
4069,0
4070,8
4071,12
4072,11
4073,0
4074,12
4075,13
4076,1
4077,18
4078,11
4079,13
4080,12
4081,10
4082,13
4083,19
4084,9
4085,0
4086,1
4087,10
4088,13
4089,7
4090,10
4091,9
4092,0
4093,7
4094,1
4095,12
4096,18
4097,1
4098,1
4099,12
4100,0
4101,10
4102,19
4103,10
4104,14
4105,0
4106,12
4107,0
4108,10
4109,1
4110,0
4111,12
4112,11
4113,8
4114,12
4115,11
4116,8
4117,19
4118,1
4119,13
4120,9
4121,10
4122,17
4123,10
4124,0
4125,12
4126,12
4127,4
4128,13
4129,18
4130,12
4131,10
4132,2
4133,1
4134,1
4135,9
4136,19
4137,18
4138,1
4139,10
4140,18
4141,12
4142,11
4143,12
4144,8
4145,5
4146,1
4147,12
4148,0
4149,19
4150,17
4151,8
4152,0
4153,10
4154,0
4155,12
4156,0
4157,18
4158,9
4159,1
4160,1
4161,11
4162,3
4163,8
4164,13
4165,11
4166,2
4167,13
4168,10
4169,1
4170,17
4171,12
4172,9
4173,1
4174,18
4175,1
4176,10
4177,6
4178,0
4179,1
4180,10
4181,12
4182,10
4183,1
4184,13
4185,12
4186,1
4187,10
4188,1
4189,0
4190,13
4191,2
4192,10
4193,17
4194,19
4195,0
4196,0
4197,9
4198,18
4199,10
4200,9
4201,1
4202,0
4203,11
4204,10
4205,0
4206,10
4207,1
4208,1
4209,1
4210,13
4211,19
4212,12
4213,10
4214,1
4215,6
4216,7
4217,1
4218,13
4219,1
4220,0
4221,1
4222,9
4223,12
4224,1
4225,0
4226,2
4227,1
4228,10
4229,8
4230,1
4231,0
4232,9
4233,1
4234,13
4235,10
4236,1
4237,13
4238,13
4239,1
4240,13
4241,10
4242,12
4243,10
4244,12
4245,10
4246,8
4247,12
4248,17
4249,10
4250,9
4251,0
4252,12
4253,19
4254,13
4255,1
4256,1
4257,12
4258,10
4259,3
4260,1
4261,10
4262,0
4263,13
4264,17
4265,12
4266,10
4267,18
4268,9
4269,12
4270,0
4271,12
4272,12
4273,19
4274,12
4275,1
4276,1
4277,8
4278,2
4279,2
4280,11
4281,12
4282,12
4283,17
4284,12
4285,18
4286,0
4287,19
4288,12
4289,12
4290,9
4291,12
4292,0
4293,10
4294,10
4295,0
4296,1
4297,17
4298,7
4299,11
4300,9
4301,3
4302,12
4303,6
4304,17
4305,1
4306,1
4307,2
4308,9
4309,10
4310,11
4311,1
4312,2
4313,0
4314,0
4315,1
4316,4
4317,7
4318,5
4319,19
4320,0
4321,10
4322,1
4323,0
4324,13
4325,1
4326,12
4327,10
4328,0
4329,1
4330,9
4331,12
4332,0
4333,1
4334,1
4335,10
4336,12
4337,13
4338,10
4339,12
4340,1
4341,8
4342,1
4343,10
4344,12
4345,12
4346,18
4347,0
4348,19
4349,1
4350,1
4351,1
4352,12
4353,12
4354,1
4355,17
4356,12
4357,18
4358,6
4359,5
4360,18
4361,1
4362,18
4363,0
4364,6
4365,13
4366,12
4367,1
4368,9
4369,1
4370,12
4371,2
4372,18
4373,2
4374,10
4375,0
4376,10
4377,1
4378,10
4379,9
4380,1
4381,9
4382,13
4383,12
4384,18
4385,1
4386,12
4387,11
4388,19
4389,18
4390,13
4391,0
4392,8
4393,12
4394,12
4395,9
4396,0
4397,17
4398,19
4399,2
4400,12
4401,0
4402,2
4403,11
4404,6
4405,10
4406,12
4407,8
4408,0
4409,18
4410,11
4411,0
4412,10
4413,17
4414,0
4415,0
4416,10
4417,8
4418,12
4419,11
4420,19
4421,18
4422,12
4423,10
4424,9
4425,0
4426,12
4427,7
4428,6
4429,0
4430,5
4431,13
4432,9
4433,19
4434,19
4435,1
4436,7
4437,10
4438,19
4439,18
4440,0
4441,17
4442,0
4443,1
4444,12
4445,10
4446,1
4447,1
4448,12
4449,12
4450,1
4451,14
4452,11
4453,0
4454,2
4455,0
4456,2
4457,0
4458,16
4459,10
4460,12
4461,1
4462,9
4463,10
4464,18
4465,1
4466,1
4467,2
4468,19
4469,12
4470,19
4471,13
4472,9
4473,12
4474,0
4475,14
4476,0
4477,1
4478,9
4479,2
4480,8
4481,0
4482,2
4483,4
4484,11
4485,18
4486,19
4487,1
4488,13
4489,2
4490,1
4491,8
4492,0
4493,19
4494,1
4495,16
4496,1
4497,10
4498,10
4499,2
4500,1
4501,19
4502,11
4503,12
4504,19
4505,0
4506,11
4507,2
4508,1
4509,0
4510,12
4511,12
4512,0
4513,0
4514,9
4515,1
4516,3
4517,10
4518,8
4519,13
4520,12
4521,8
4522,10
4523,8
4524,10
4525,2
4526,14
4527,0
4528,0
4529,13
4530,12
4531,19
4532,19
4533,0
4534,19
4535,12
4536,18
4537,10
4538,11
4539,12
4540,11
4541,1
4542,1
4543,13
4544,12
4545,3
4546,0
4547,17
4548,19
4549,6
4550,9
4551,6
4552,12
4553,10
4554,1
4555,0
4556,12
4557,8
4558,12
4559,0
4560,1
4561,12
4562,10
4563,2
4564,0
4565,12
4566,1
4567,18
4568,1
4569,17
4570,9
4571,0
4572,0
4573,17
4574,1
4575,8
4576,13
4577,0
4578,0
4579,11
4580,9
4581,0
4582,12
4583,3
4584,0
4585,2
4586,0
4587,1
4588,3
4589,12
4590,0
4591,2
4592,0
4593,12
4594,0
4595,8
4596,11
4597,13
4598,0
4599,8
4600,13
4601,12
4602,17
4603,12
4604,11
4605,0
4606,11
4607,17
4608,10
4609,1
4610,3
4611,12
4612,1
4613,18
4614,12
4615,1
4616,10
4617,10
4618,10
4619,10
4620,12
4621,9
4622,9
4623,2
4624,0
4625,2
4626,8
4627,12
4628,12
4629,3
4630,12
4631,1
4632,1
4633,1
4634,12
4635,18
4636,11
4637,1
4638,0
4639,0
4640,1
4641,1
4642,10
4643,12
4644,0
4645,15
4646,12
4647,1
4648,19
4649,12
4650,0
4651,10
4652,17
4653,0
4654,0
4655,8
4656,1
4657,17
4658,1
4659,0
4660,19
4661,19
4662,1
4663,11
4664,12
4665,10
4666,0
4667,0
4668,1
4669,9
4670,0
4671,8
4672,0
4673,12
4674,1
4675,12
4676,1
4677,1
4678,12
4679,15
4680,8
4681,1
4682,10
4683,1
4684,0
4685,17
4686,1
4687,10
4688,0
4689,0
4690,0
4691,1
4692,0
4693,1
4694,9
4695,0
4696,0
4697,12
4698,0
4699,0
4700,12
4701,5
4702,0
4703,13
4704,19
4705,12
4706,18
4707,13
4708,12
4709,12
4710,12
4711,10
4712,18
4713,1
4714,0
4715,12
4716,1
4717,11
4718,0
4719,1
4720,12
4721,13
4722,0
4723,19
4724,8
4725,0
4726,0
4727,10
4728,1
4729,18
4730,1
4731,1
4732,12
4733,1
4734,0
4735,12
4736,0
4737,10
4738,17
4739,8
4740,2
4741,12
4742,0
4743,0
4744,17
4745,10
4746,11
4747,5
4748,1
4749,12
4750,2
4751,18
4752,10
4753,12
4754,17
4755,0
4756,10
4757,10
4758,18
4759,10
4760,4
4761,6
4762,8
4763,1
4764,1
4765,12
4766,17
4767,18
4768,9
4769,12
4770,18
4771,9
4772,14
4773,10
4774,11
4775,17
4776,9
4777,13
4778,12
4779,12
4780,9
4781,0
4782,10
4783,9
4784,17
4785,11
4786,17
4787,9
4788,1
4789,1
4790,18
4791,12
4792,17
4793,0
4794,13
4795,1
4796,0
4797,12
4798,10
4799,12
4800,12
4801,10
4802,1
4803,2
4804,13
4805,17
4806,12
4807,9
4808,11
4809,1
4810,12
4811,1
4812,17
4813,10
4814,9
4815,1
4816,3
4817,10
4818,10
4819,12
4820,13
4821,17
4822,12
4823,9
4824,13
4825,12
4826,0
4827,0
4828,1
4829,18
4830,9
4831,9
4832,13
4833,9
4834,8
4835,11
4836,19
4837,0
4838,12
4839,0
4840,15
4841,0
4842,12
4843,1
4844,0
4845,8
4846,9
4847,18
4848,2
4849,2
4850,10
4851,0
4852,1
4853,17
4854,1
4855,1
4856,8
4857,1
4858,17
4859,11
4860,9
4861,12
4862,10
4863,8
4864,9
4865,12
4866,19
4867,0
4868,17
4869,12
4870,9
4871,1
4872,8
4873,0
4874,1
4875,6
4876,3
4877,10
4878,9
4879,12
4880,19
4881,13
4882,12
4883,1
4884,0
4885,10
4886,1
4887,0
4888,17
4889,12
4890,10
4891,19
4892,12
4893,6
4894,12
4895,9
4896,8
4897,10
4898,19
4899,10
4900,9
4901,0
4902,1
4903,10
4904,1
4905,17
4906,18
4907,17
4908,10
4909,2
4910,10
4911,10
4912,13
4913,11
4914,0
4915,13
4916,12
4917,18
4918,12
4919,1
4920,10
4921,1
4922,1
4923,12
4924,19
4925,9
4926,0
4927,2
4928,8
4929,1
4930,10
4931,12
4932,12
4933,12
4934,1
4935,12
4936,8
4937,10
4938,12
4939,12
4940,13
4941,12
4942,18
4943,11
4944,6
4945,1
4946,18
4947,11
4948,10
4949,11
4950,19
4951,1
4952,12
4953,16
4954,10
4955,1
4956,2
4957,12
4958,18
4959,13
4960,2
4961,13
4962,12
4963,18
4964,1
4965,1
4966,17
4967,1
4968,12
4969,0
4970,1
4971,8
4972,9
4973,12
4974,8
4975,12
4976,16
4977,9
4978,1
4979,9
4980,12
4981,2
4982,1
4983,11
4984,12
4985,1
4986,12
4987,0
4988,0
4989,1
4990,19
4991,1
4992,9
4993,9
4994,0
4995,17
4996,1
4997,1
4998,0
4999,16
5000,1
5001,17
5002,11
5003,19
5004,0
5005,3
5006,10
5007,17
5008,1
5009,9
5010,18
5011,0
5012,10
5013,9
5014,1
5015,7
5016,0
5017,10
5018,0
5019,19
5020,8
5021,0
5022,3
5023,12
5024,12
5025,10
5026,13
5027,1
5028,11
5029,13
5030,0
5031,10
5032,10
5033,8
5034,0
5035,2
5036,1
5037,10
5038,11
5039,8
5040,19
5041,1
5042,17
5043,12
5044,2
5045,13
5046,0
5047,1
5048,12
5049,17
5050,13
5051,17
5052,13
5053,12
5054,19
5055,0
5056,11
5057,8
5058,1
5059,12
5060,9
5061,19
5062,0
5063,0
5064,10
5065,0
5066,12
5067,0
5068,7
5069,2
5070,12
5071,0
5072,11
5073,16
5074,9
5075,6
5076,19
5077,9
5078,19
5079,0
5080,1
5081,10
5082,17
5083,12
5084,12
5085,17
5086,1
5087,1
5088,11
5089,8
5090,0
5091,8
5092,0
5093,9
5094,2
5095,1
5096,1
5097,18
5098,17
5099,10
5100,12
5101,10
5102,0
5103,19
5104,10
5105,1
5106,1
5107,2
5108,19
5109,0
5110,0
5111,2
5112,1
5113,1
5114,3
5115,1
5116,12
5117,11
5118,12
5119,1
5120,0
5121,1
5122,8
5123,15
5124,12
5125,6
5126,19
5127,19
5128,12
5129,19
5130,18
5131,10
5132,1
5133,12
5134,0
5135,0
5136,1
5137,12
5138,16
5139,0
5140,12
5141,12
5142,12
5143,0
5144,10
5145,12
5146,2
5147,0
5148,17
5149,0
5150,13
5151,1
5152,0
5153,0
5154,1
5155,9
5156,12
5157,8
5158,8
5159,2
5160,12
5161,13
5162,10
5163,10
5164,0
5165,1
5166,9
5167,7
5168,0
5169,11
5170,19
5171,12
5172,13
5173,1
5174,10
5175,9
5176,19
5177,9
5178,17
5179,1
5180,17
5181,1
5182,2
5183,10
5184,1
5185,9
5186,9
5187,19
5188,18
5189,8
5190,19
5191,1
5192,12
5193,19
5194,0
5195,8
5196,1
5197,18
5198,1
5199,0
5200,0
5201,1
5202,1
5203,12
5204,12
5205,18
5206,10
5207,10
5208,12
5209,0
5210,0
5211,0
5212,11
5213,0
5214,12
5215,9
5216,10
5217,1
5218,10
5219,1
5220,9
5221,10
5222,8
5223,2
5224,1
5225,8
5226,11
5227,1
5228,0
5229,2
5230,1
5231,19
5232,8
5233,13
5234,0
5235,0
5236,12
5237,12
5238,3
5239,10
5240,0
5241,10
5242,0
5243,0
5244,1
5245,0
5246,2
5247,8
5248,1
5249,9
5250,8
5251,10
5252,19
5253,8
5254,1
5255,16
5256,17
5257,12
5258,17
5259,0
5260,12
5261,9
5262,2
5263,13
5264,0
5265,1
5266,2
5267,1
5268,10
5269,0
5270,8
5271,1
5272,19
5273,12
5274,10
5275,10
5276,1
5277,13
5278,19
5279,12
5280,1
5281,0
5282,19
5283,10
5284,17
5285,1
5286,17
5287,8
5288,8
5289,0
5290,1
5291,12
5292,18
5293,11
5294,0
5295,12
5296,19
5297,8
5298,12
5299,1
5300,17
5301,13
5302,18
5303,1
5304,8
5305,0
5306,12
5307,1
5308,13
5309,0
5310,1
5311,12
5312,12
5313,17
5314,2
5315,0
5316,0
5317,1
5318,9
5319,19
5320,11
5321,10
5322,9
5323,1
5324,0
5325,8
5326,11
5327,1
5328,10
5329,1
5330,12
5331,15
5332,9
5333,8
5334,10
5335,11
5336,12
5337,2
5338,12
5339,1
5340,1
5341,15
5342,1
5343,1
5344,2
5345,13
5346,8
5347,10
5348,0
5349,12
5350,13
5351,0
5352,4
5353,2
5354,1
5355,1
5356,19
5357,12
5358,19
5359,17
5360,17
5361,10
5362,10
5363,1
5364,1
5365,13
5366,8
5367,0
5368,8
5369,12
5370,13
5371,1
5372,9
5373,19
5374,10
5375,12
5376,1
5377,1
5378,10
5379,8
5380,8
5381,11
5382,12
5383,8
5384,11
5385,17
5386,13
5387,17
5388,10
5389,1
5390,13
5391,3
5392,17
5393,8
5394,0
5395,13
5396,1
5397,1
5398,11
5399,19
5400,1
5401,10
5402,10
5403,10
5404,1
5405,16
5406,19
5407,10
5408,12
5409,1
5410,0
5411,1
5412,0
5413,0
5414,8
5415,16
5416,12
5417,10
5418,5
5419,9
5420,11
5421,17
5422,12
5423,12
5424,0
5425,0
5426,11
5427,1
5428,5
5429,12
5430,13
5431,13
5432,6
5433,12
5434,17
5435,12
5436,1
5437,12
5438,0
5439,0
5440,1
5441,13
5442,12
5443,1
5444,13
5445,12
5446,0
5447,9
5448,13
5449,9
5450,1
5451,9
5452,9
5453,9
5454,0
5455,11
5456,0
5457,2
5458,1
5459,6
5460,9
5461,17
5462,0
5463,17
5464,2
5465,10
5466,10
5467,13
5468,12
5469,1
5470,9
5471,17
5472,18
5473,18
5474,9
5475,17
5476,8
5477,18
5478,17
5479,0
5480,19
5481,13
5482,8
5483,10
5484,14
5485,1
5486,12
5487,10
5488,12
5489,1
5490,17
5491,7
5492,3
5493,0
5494,9
5495,11
5496,10
5497,1
5498,8
5499,0
5500,0
5501,18
5502,8
5503,16
5504,9
5505,10
5506,19
5507,11
5508,1
5509,10
5510,6
5511,12
5512,1
5513,1
5514,0
5515,0
5516,18
5517,18
5518,7
5519,19
5520,12
5521,2
5522,0
5523,1
5524,8
5525,1
5526,1
5527,17
5528,17
5529,12
5530,2
5531,1
5532,5
5533,6
5534,19
5535,12
5536,8
5537,7
5538,12
5539,12
5540,9
5541,17
5542,10
5543,19
5544,0
5545,18
5546,10
5547,17
5548,0
5549,17
5550,0
5551,12
5552,0
5553,9
5554,0
5555,10
5556,7
5557,12
5558,1
5559,10
5560,9
5561,12
5562,10
5563,1
5564,1
5565,12
5566,0
5567,0
5568,12
5569,7
5570,10
5571,12
5572,10
5573,1
5574,0
5575,1
5576,2
5577,13
5578,18
5579,12
5580,0
5581,0
5582,9
5583,9
5584,19
5585,0
5586,0
5587,0
5588,12
5589,3
5590,8
5591,1
5592,0
5593,13
5594,2
5595,12
5596,13
5597,8
5598,2
5599,10
5600,1
5601,9
5602,0
5603,0
5604,2
5605,13
5606,11
5607,17
5608,0
5609,18
5610,1
5611,6
5612,0
5613,12
5614,10
5615,8
5616,10
5617,19
5618,9
5619,13
5620,8
5621,13
5622,3
5623,10
5624,1
5625,0
5626,9
5627,0
5628,18
5629,1
5630,2
5631,10
5632,7
5633,9
5634,13
5635,11
5636,19
5637,9
5638,0
5639,9
5640,12
5641,1
5642,0
5643,1
5644,9
5645,0
5646,0
5647,10
5648,12
5649,12
5650,13
5651,12
5652,8
5653,0
5654,1
5655,17
5656,11
5657,12
5658,19
5659,1
5660,1
5661,3
5662,17
5663,10
5664,0
5665,10
5666,0
5667,1
5668,9
5669,10
5670,5
5671,13
5672,1
5673,11
5674,1
5675,17
5676,1
5677,12
5678,2
5679,0
5680,13
5681,1
5682,7
5683,12
5684,10
5685,13
5686,11
5687,1
5688,12
5689,13
5690,19
5691,1
5692,1
5693,17
5694,10
5695,11
5696,17
5697,12
5698,13
5699,1
5700,8
5701,0
5702,17
5703,0
5704,0
5705,0
5706,8
5707,1
5708,0
5709,9
5710,19
5711,1
5712,1
5713,17
5714,12
5715,8
5716,9
5717,12
5718,19
5719,19
5720,10
5721,1
5722,1
5723,10
5724,1
5725,10
5726,13
5727,0
5728,10
5729,13
5730,1
5731,18
5732,12
5733,12
5734,7
5735,17
5736,1
5737,8
5738,11
5739,17
5740,9
5741,9
5742,13
5743,1
5744,12
5745,12
5746,10
5747,2
5748,0
5749,3
5750,8
5751,8
5752,12
5753,10
5754,12
5755,12
5756,12
5757,0
5758,0
5759,10
5760,19
5761,1
5762,10
5763,1
5764,19
5765,1
5766,0
5767,10
5768,5
5769,0
5770,12
5771,0
5772,13
5773,12
5774,17
5775,6
5776,10
5777,13
5778,1
5779,10
5780,2
5781,1
5782,0
5783,17
5784,0
5785,12
5786,11
5787,1
5788,12
5789,12
5790,0
5791,11
5792,0
5793,17
5794,0
5795,12
5796,1
